item,itemLabel,startDate,endDate,sourceDate,psid
Q56822723,فهد سالم الشكرة,1997,2003-04-09,,Q56822723-50f1e41e-4a4c-3378-3ef7-54dff478c620
Q59592260,عبد الجبار توفيق البياتي,1997,2000,,Q59592260-6b5e5bbc-4142-6c4a-0cd3-af61357840eb
Q99946596,منذر صلاح,1998-08-09,2002-06-13,,Q99946596-5173bfd3-4aba-cfe1-1f7a-85eaa0dc0cff
Q56882698,همام عبد الخالق عبد الغفور,2001,2003-04-09,,Q56882698-8c605133-42ce-39e0-6293-dc8c276c2a5d
Q360015,محمد سعيد الصحاف,2001-08-05,2003-04-09,,Q360015-dc64117c-4824-73c1-0f56-95a82cf746d4
Q8071311,زياد الأسود,2003-09,2004-06,,Q8071311-17D2DA64-97F3-422F-9AEE-9BC9A5C06971
Q7675489,طاهر البكاء,2004-06,2005-05,,Q7675489-9BA37EE6-D5B8-46A2-9400-7B3968E13AC8
Q20396318,سامي المظفر,2005-05,2006-05-20,,Q20396318-BA2B471D-839A-4CF5-B9C9-8B57A5D23A19
Q4664546,عبد ذياب العجيلي,2006-05-20,2010-12,,Q4664546-78A1BF4D-27FD-4124-AABD-3922D623262F
Q16122548,علي الأديب,2010-12-21,2014-09-08,,Q16122548-7DBE952C-817B-4A52-8FCC-896A60578F03
Q1351888,حسين الشهرستاني,2014-09-08,2016-08-15,,Q1351888-AEC33DB8-E6CC-41DF-B542-86C829067F1F
Q29512376,عبد الرزاق العيسى,2016-08-15,2018-10-25,,Q29512376-D60BEE5C-5015-4C7E-9D3E-C93AD64AD833
Q57899668,جمال العادلي,2018-10-28,2018-12,,Q57899668-25dc75d9-4f0e-1b20-1814-cf113155d50b
Q60194690,قصي السهيل,2018-12,2020-05,,Q60194690-965E8656-88CA-4589-A95F-5F7D50E37A60
Q99518857,نبيل كاظم عبد الصاحب,2020-05-07,,,Q99518857-3A73DC4D-3726-4F5F-BBBD-7D590EFDAC29
