item,itemLabel,startDate,endDate,psid
Q1316,Saddam Hussein,1994-05-29,2003-04-09,Q1316-25F5824A-9FA5-404A-8CA6-F25BBB22111C
Q1388998,Naji Talib,1966-08-09,1967-05-10,Q1388998-87D16BE2-73AD-4716-830A-A84EA4C96265
Q2005899,Taha al-Hashimi,1941-02-03,1941-04-13,Q2005899-AA03AE2E-5BAB-4EA1-8523-3D922FBA7EA7
Q2058254,Naji Shawkat,1932-11-03,1933-03-20,Q2058254-56BC918C-2051-4F08-8332-3E421332219F
Q238046,Ahmed Hassan al-Bakr,1968-07-31,1979-07-16,Q238046-C55E871C-2267-42C0-9907-372EB8DF4832
Q2462315,Yasin al-Hashimi,1935-03-17,1936-10-30,Q2462315-8069497A-70A3-4A92-849C-E5EA3C2E9FDC
Q2462315,Yasin al-Hashimi,1924-08-02,1925-06-26,Q2462315-9ADACD25-FB5E-43AF-85E6-289DB0D52A66
Q2464750,Abd Al-Rahman Al-Gillani,1920-11-11,1922-11-20,Q2464750-972573CF-E812-40B6-BABD-F1478A818EA8
Q2529157,Jafar al-Askari,1923-11-22,1924-08-03,Q2529157-52081418-24F5-4658-9793-67DFAA1AA2EB
Q2635118,Abd al-Muhsin as-Sa'dun,1922-11-20,1923-11-22,Q2635118-1D166682-847E-4881-8DB9-6D1BCE171A4E
Q2635659,Jamil al-Midfai,1933-11-09,1934-08-27,Q2635659-8AFF74A3-EBE4-4599-A375-0F61EBB19B26
Q2915050,Tawfiq al-Suwaidi,1929-04-28,1929-09-19,Q2915050-2E62F99E-7172-4CEB-8B9F-850368006AAF
Q2915050,Tawfiq al-Suwaidi,1929-04-28,1929-09-19,Q2915050-C46D7386-4CCB-4337-9991-EDC09EB7AC61
Q299732,Abd al-Karim Qasim,1958-07-14,1963-02-08,Q299732-97FA80EE-3B44-49BA-AEAF-BF58EA4BE2FB
Q307393,Abdul Rahman Arif,1967-05-10,1968-07-10,Q307393-60D62015-A68F-4640-B7BF-F675B74F4EB6
Q307393,Abdul Rahman Arif,1967-05-10,1967-07-10,Q307393-A0D43615-E816-4CC0-B4FB-F10775924E88
Q313816,Ayad Allawi,2004-06-01,2005-05-03,Q313816-7A25FF77-8D75-4BD8-B97D-F717F1FC2859
Q315927,Masoud Barzani,2004-04-01,2004-04-30,Q315927-2B02857E-F828-4CF0-B1A4-83C95E3B21AE
Q316495,Ibrahim al-Jaafari,2005-05-03,2006-05-20,Q316495-57A41989-4F1F-4353-8F83-8514E57B8334
Q357116,Adil Abdul-Mahdi,2018-10-25,2020-05-07,Q357116-68ffcc19-45b4-46ec-aea8-b630021d0e8a
Q3596201,Ali Jawdat al-Aiyubi,1957-06-20,1957-12-15,Q3596201-5dca5ddb-4f0b-5c6c-544f-29a0d4d53702
Q3596201,Ali Jawdat al-Aiyubi,1934-08-27,1935-03-04,Q3596201-D3DA80C4-9EEC-4A65-A4E0-B8242CFF6BC3
Q3596201,Ali Jawdat al-Aiyubi,1949-12-10,1950-02-05,Q3596201-a9eb0b39-4e7f-c3c3-f45e-de8bb83ed377
Q369936,Rashid Ali al-Gaylani,1933-03-20,1933-11-09,Q369936-F2B69247-A694-4101-A7F4-D74FE6CAFC43
Q381150,Nuri as-Said,1958-03-03,1958-05-18,Q381150-5F94E55E-E3D7-4115-9293-A1DE47F3F8DA
Q381150,Nuri as-Said,1930-03-23,1932-11-03,Q381150-FF73FAFA-F95A-4510-9F7C-EE7B8A0D79E2
Q4665241,Abdul-Wahab Mirjan,1957-12-15,1958-03-03,Q4665241-65965840-5C51-4532-8225-C8D484A1AA9B
Q5639013,Haider Al-Abadi,2014-09-08,2018-10-25,Q5639013-BD909226-6C37-4C26-B23E-320E119D19D9
Q57306,Jalal Talabani,2003-11-01,2003-11-30,Q57306-8FBF9FB1-D868-465C-94FD-8773D5E66D84
Q57673,Nouri al-Maliki,2007-05-20,2014-09-08,Q57673-66D8525C-C734-415F-887F-6938ECECAD6E
Q6943287,Mustafa Mahmud al-Umari,1952-07-12,1952-11-21,Q6943287-4f58633b-4359-c777-d642-0317511722ce
Q85317569,Mustafa Al-Kadhimi,2020-05-06,,Q85317569-E51905F6-508B-456F-AB8F-5CD57E1213BC
Q958345,Mohammed Hamza Zubeidi,1991-09-16,1993-09-05,Q958345-1B1B2D17-254C-4AB3-B90E-4B8B949AAD6F
